"last_name, first_name","player_id","year","k_percent","bb_percent","woba","xwoba","xobp","wobacon","xwobacon","avg_swing_speed","squared_up_contact","ideal_angle_rate","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","hard_hit_percent","avg_hyper_speed","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Perez, Salvador",521692,2023,23.3,3.3,".302",".325",".306",".375",".407","72.7",30.7,55.9,"90.1",38,8.8,9.7,44,"94.955683293",77.5,47,80.3,30.2
"Arraez, Luis",650333,2023,5.5,5.7,".369",".354",".371",".374",".358","63.9",49.2,49.6,"88.3",44.7,3.5,3.7,25.7,"92.009454214",68.6,31.8,93.8,7.9
"Robert Jr., Luis",673357,2023,28.9,5,".358",".350",".314",".488",".475","75.9",24.5,51.9,"89.1",38,15.4,5.6,42.3,"95.05043424",78.1,40.5,78.6,33.5
"Harris II, Michael",671739,2023,18.7,4.6,".345",".357",".342",".405",".421","73.6",35.9,44.7,"90.9",34.6,10,5.9,48.5,"96.131496609",68.2,38.1,81.6,24.4
"Stanton, Giancarlo",519317,2023,29.9,9.9,".297",".325",".302",".380",".429","81",24.4,57.4,"93.3",27.4,15.7,6.5,48.4,"97.484200526",60.2,27.2,76,34.1
"Drury, Brandon",592273,2023,26,4.8,".339",".318",".299",".435",".405","71.7",32.5,56.9,"89.9",35,11,7.6,46.3,"95.132794574",69.2,34.9,79.8,30.2
"Varsho, Daulton",662139,2023,23.2,7.7,".293",".302",".298",".342",".357","74.6",24.8,56.9,"87.8",34.3,7.3,7.3,36.1,"94.005486074",70.6,28.1,81.8,24.7
"Conforto, Michael",624424,2023,22.6,11.3,".315",".330",".341",".354",".377","73",31.8,56.8,"88.9",31.9,7.9,7.6,39.8,"94.217973543",69,24.3,82.6,24.9
"Vargas, Miguel",678246,2023,20.1,12.5,".295",".304",".321",".302",".315",,,,"86.8",32,6,7.5,31.5,"92.819102111",68.2,20.8,82.6,22.3
"Duran, Ezequiel",677649,2023,27.3,5.2,".330",".319",".307",".430",".414","73.4",24.4,47.4,"90.1",36.3,8.7,6.9,43.9,"95.026970874",72.2,37.7,79.8,28.5
"Vázquez, Christian",543877,2023,23.1,7,".264",".265",".280",".308",".310","66.6",38,56.7,"86.7",36,3.2,7.7,32.8,"92.517706337",65.3,33,78.8,26.2
"Arozarena, Randy",668227,2023,23.9,12.2,".347",".351",".359",".396",".403","72.9",32.7,65.8,"91.7",31.8,12.3,7.8,48.4,"95.651873174",61,27.5,76.5,29.1
"Crawford, J.P.",641487,2023,19.6,14.7,".359",".340",".375",".388",".359","71.9",31.3,44.8,"88.3",35.3,4.8,6.5,36.2,"93.649442623",58.4,18.6,87,18.6
"Báez, Javier",595879,2023,22.9,4.4,".261",".279",".280",".307",".334","74.1",29,53.7,"88",28.9,5.2,7,39.7,"94.157773958",68.2,44,78.3,32.7
"Benson, Will",666181,2023,31.3,12.2,".369",".321",".327",".503",".417","70.3",32.9,53.4,"90.2",40.5,10.3,9.2,42.2,"94.448386703",65.9,19.4,76.2,31.5
"Wiemer Jr., Joey",686894,2023,28.3,8.8,".284",".289",".287",".346",".354","71.7",35.7,63.7,"89.3",28.9,9.1,4.3,39.1,"94.031570395",65.9,29.1,74.9,33.6
"Kemp, Tony",643393,2023,9.5,10.5,".276",".297",".332",".244",".271","65",46.9,58.1,"86.7",31.3,1.2,5.8,20.4,"91.482675737",66.1,23.7,87.9,14.5
"Arenado, Nolan",571448,2023,16.5,6.7,".327",".320",".316",".367",".358","71.4",31,55,"88.8",33,7.3,6,38.1,"93.760489679",65.5,34.1,89.4,20.2
"Reynolds, Bryan",668804,2023,21.6,8.3,".338",".360",".346",".395",".427","70.2",36.8,47,"90.9",36.9,11.1,6.6,47.3,"94.957065034",73.1,25.8,82.1,28.2
"McNeil, Jeff",643446,2023,10,6,".314",".294",".316",".311",".285","68.2",37.6,46.6,"86",32.1,1.3,5.7,27.4,"92.004150754",75.9,29.9,91.9,13.5
"Giménez, Andrés",665926,2023,18.2,5.2,".309",".297",".309",".343",".327","68.8",30.1,49.7,"84.8",29.9,5.5,4.2,27,"92.344201908",71,40,80.4,25.4
"Bae, Ji Hwan",678225,2023,24.8,8.1,".272",".264",".289",".318",".307","67.1",32.1,26.1,"88.1",24.3,2,4.5,36.8,"93.542422069",67.2,28.8,80.2,25.4
"Ibáñez, Andy",628451,2023,18,6.3,".320",".331",".320",".365",".379","69.6",33.1,42.2,"89.1",33.2,9,4.8,42.9,"94.208427735",70.4,35,87.2,22.6
"Vientos, Mark",668901,2023,30.5,4.3,".267",".304",".280",".357",".414","73.7",37.3,57.3,"92.5",24.2,10.7,6,51,"96.432401342",70.1,36.4,71.7,36.7
"Melendez Jr., MJ",669004,2023,28.2,10.3,".310",".325",".318",".387",".411","72.1",38.2,48.8,"93.2",34.6,11.4,8.2,49.6,"95.609327411",69.3,26.8,72.5,34.4
"Olivares, Edward",658668,2023,16.6,5.7,".329",".338",".326",".365",".377","71",33.3,61.7,"87.3",34.2,7.9,7.5,37.7,"93.605326233",70.8,31,86.5,22.9
"Carroll, Corbin",682998,2023,19.4,8.8,".370",".344",".348",".423",".386","73.2",36.5,45.9,"90",32.7,7.6,7.8,40.9,"94.780604736",65.3,28,84.8,21.6
"Hays, Austin",669720,2023,24.9,6.7,".330",".309",".296",".413",".381","71.7",29.3,60.2,"89.4",31,8.9,7.6,40.1,"94.411352037",63.8,30.9,82.6,28.4
"Jeffers, Ryan",680777,2023,27.8,9.9,".369",".333",".332",".473",".413","73.8",27.1,50.5,"90.5",34.2,11.6,5,42.7,"95.327122694",62,30.2,79.8,29.2
"Moncada, Yoán",660162,2023,30,5.6,".315",".314",".302",".426",".425","74.2",31.5,44.6,"89.4",42.5,10.1,8.3,39,"94.177039383",66.1,28.2,78.9,30.7
"Kiner-Falefa, Isiah",643396,2023,19.4,7.8,".286",".295",".317",".315",".326","67.5",32.6,41.4,"88.8",33.5,3.1,5,39.2,"93.71146918",61.2,26.5,87.7,19.6
"Ruiz, Esteury",665923,2023,19.9,4,".290",".271",".290",".329",".304","70",29.1,49.5,"82.7",32.7,2.5,3.4,20,"91.300618171",69.9,34.5,79.4,25.3
"Santander, Anthony",623993,2023,23.2,8.4,".340",".319",".309",".409",".378","72.9",28.5,46.7,"90.6",33,10.2,8.4,46,"95.319994041",66.9,34.4,82.1,23.5
"McCann, James",543510,2023,25.2,4,".279",".319",".307",".345",".404","70.4",31.6,43.1,"89.8",37.4,7.1,9,43.9,"94.458814667",70,38.6,81.6,31.4
"Contreras, Willson",575929,2023,22.4,10.3,".358",".373",".371",".414",".437","76.3",29.2,50.2,"91.3",34.1,12.2,5.9,46.9,"96.441608585",68.9,31.1,81.3,29
"Massey, Michael",686681,2023,21.5,5.2,".283",".319",".305",".332",".381","70.8",30.2,58,"88.6",38,7.8,7.5,39.5,"93.868433587",72.5,32.3,85.9,22.4
"Marsh, Brandon",669016,2023,30.5,12.5,".358",".322",".337",".475",".411","71.8",30.2,42.2,"91.3",37.7,9.1,8.3,48.7,"94.960692423",61.5,25.5,82.4,27.4
"Bader, Harrison",664056,2023,17.2,4.9,".271",".288",".281",".299",".321","70.8",36.1,52.9,"85.9",32.8,5.3,7.5,31.7,"92.819025115",63.3,35.6,86.1,24.6
"Bailey, Patrick",672275,2023,28.3,5.9,".282",".313",".302",".362",".410","70",28.5,49.9,"88.7",36.2,10,4.4,38.4,"93.890632907",65,26.6,81.9,26.2
"Vierling, Matt",663837,2023,21.1,8.3,".315",".322",".335",".360",".371","71.3",29.1,41,"89.1",32.2,4.6,5.1,42.8,"94.490701519",59.1,28.5,86.5,19.4
"Anderson, Tim",641313,2023,23.3,5,".260",".279",".295",".310",".338","68.8",27.9,44.7,"87.8",32.4,2.9,5.9,39.4,"93.713640376",71.5,35.3,82.3,25.3
"Bohm, Alec",664761,2023,15.4,6.9,".329",".343",".342",".359",".377","72",32.9,51.2,"89.4",35.1,5.7,7,41.7,"94.400147213",68.9,30,88.1,18.1
"De La Cruz, Bryan",650559,2023,22.7,6.4,".309",".331",".321",".372",".405","72.2",33.1,55.3,"89.9",41,8.8,7.2,42.5,"94.400399818",68.2,34.3,78.3,28.7
"Polanco, Jorge",593871,2023,25.7,10.5,".340",".348",".332",".415",".427","70.6",28.7,49.3,"88.4",39.6,13.8,5.5,40.6,"94.291735787",66.6,28.4,84.5,24.9
"Suárez, Eugenio",553993,2023,30.8,10.1,".313",".324",".318",".400",".418","72.3",30.6,52.1,"90.3",37.7,13.2,6.8,43,"94.726665316",65.7,23.6,75.4,32.8
"Senzel, Nick",669222,2023,22.4,7.9,".302",".296",".306",".353",".345","69.5",35.6,54.6,"87.4",29.3,4.8,5.7,34.1,"93.126818628",70.8,26.6,83.8,21.6
"Hedges, Austin",595978,2023,22.2,5.2,".209",".253",".271",".234",".296","68.2",33.3,65.1,"87.2",29.1,0.7,4,31.1,"92.598786763",72,33.2,79.6,28
"Lewis, Royce",668904,2023,23,8.4,".393",".348",".330",".484",".419","75.2",32.9,70.4,"90.2",33.3,11.7,6.8,42,"95.239275185",65.7,28.5,81.5,27.3
"Ahmed, Nick",605113,2023,24.8,5.7,".247",".263",".271",".299",".322","69.7",35.4,63,"85.2",32.9,2.7,6.8,31.5,"92.754850282",66.6,33.6,77.9,26.9
"Refsnyder, Rob",608701,2023,19.3,13.6,".314",".342",".378",".315",".358","72.9",30,57,"87.7",42,3.8,7,34.4,"93.313190455",61.1,18.6,80.4,23.1
"Meyers, Jake",676694,2023,25.8,7.6,".297",".283",".285",".358",".337","69.2",31.9,45.2,"86",34.7,6.3,6.8,27.9,"92.333391091",69.4,26.8,81.5,27
"Ozuna, Marcell",542303,2023,22.6,9.6,".381",".393",".353",".462",".481","75",34.8,51.1,"91.8",34.9,16.6,6.5,49,"96.232240934",69.8,29.7,82.9,26.7
"Madrigal, Nick",663611,2023,8.2,3.4,".294",".294",".323",".290",".291","66",50.7,43.2,"86.2",29.9,0.8,2,27.5,"91.943884016",59.5,29.6,95.7,9.4
"Goldschmidt, Paul",502671,2023,23.4,12.7,".350",".367",".366",".413",".440","72.1",29.3,47.2,"91.3",35.6,12,8.5,50.8,"95.767792759",61.8,26.5,76.8,27.5
"McKinstry, Zach",656716,2023,21.8,8.5,".289",".312",".318",".324",".359","67.9",31.9,40.5,"87.2",37.1,7.6,5.9,33.5,"92.940971652",68.1,27.1,87.3,20.5
"Pratto, Nick",668472,2023,40,8.4,".292",".278",".287",".444",".416","69.7",21.9,33.3,"87.5",40.7,8.1,6.4,41.9,"93.891924767",58.8,27.5,78.2,35.3
"Steer, Spencer",668715,2023,20.9,10.2,".355",".333",".341",".404",".373","71.5",29.7,52.6,"88.7",35.3,6.7,6.5,37.1,"93.741896795",63.1,23.9,82.8,24.1
"Wallner, Matt",670242,2023,31.5,11,".377",".374",".357",".505",".499","77.4",24.8,49.6,"91.9",32.3,18.8,6,48.1,"96.79268782",69.8,26.9,68.6,36.3
"Rodríguez, Julio",677594,2023,24.5,6.6,".347",".345",".332",".436",".431","77.2",32.4,49.3,"92.7",31.8,11.9,7.3,52,"96.812366417",72.1,37.4,83.3,28.3
"Betts, Mookie",605141,2023,15.4,13.9,".416",".407",".399",".450",".437","71.3",42.4,56.3,"92.4",42.5,12.4,11.2,48.5,"95.28290971",60.3,16.6,91.8,16.7
"Smith, Dominic",642086,2023,15.5,8,".306",".320",".329",".320",".338","68.6",37.1,57.1,"86.3",37,6.6,3.7,30.8,"92.631850959",68.7,30.3,86.2,19.9
"Heyward, Jason",518792,2023,17,9,".348",".319",".324",".383",".344","73.8",27.2,61,"87.7",33,8.1,6.6,37.4,"93.70715033",65.6,28.4,85.6,20.7
"Wisdom, Patrick",621550,2023,36.8,9.9,".333",".339",".300",".493",".504","76.6",34.4,68.2,"92.7",33.3,20.1,4.4,54.7,"96.664593567",69.9,24.1,73.2,33.8
"Urías, Ramón",602104,2023,25.5,6.8,".310",".281",".294",".378",".333","70.8",31.6,52.2,"89.2",30.4,6.9,3.1,38.1,"93.685443346",68.9,28.5,79.8,28.7
"Burleson, Alec",676475,2023,13,6.6,".300",".337",".331",".312",".359","70.4",38.2,53.6,"89.9",36.6,5.9,8.4,41,"94.381917566",71.5,34,87.6,17.7
"Rooker Jr., Brent",667670,2023,32.7,9.3,".348",".343",".322",".482",".472","73.6",32.9,43.4,"91.6",37.3,15.6,7.1,49.5,"95.962225864",66.1,27.3,73.4,38.2
"Caratini, Victor",605170,2023,19.9,8.4,".312",".310",".327",".347",".344","72.1",36.4,47.9,"91.3",23.3,5,3.8,44.7,"95.04057195",65.8,22.6,84.9,21.1
"Murphy, Sean",669221,2023,22.4,11.2,".366",".395",".385",".415",".461","74.4",27.1,50.7,"91.5",38.1,16.1,6.2,45.8,"96.100888462",69.5,23,80.9,25.9
"Hernández, Teoscar",606192,2023,31.1,5.6,".317",".336",".308",".435",".466","74",32.3,52.5,"91.3",35.2,13.8,6.4,49.4,"96.109592578",73,35.2,75.2,35.8
"Paredes, Isaac",670623,2023,18.2,10.2,".362",".315",".335",".391",".322","68.1",32.1,56.9,"86.9",32.4,5.9,5.9,28.5,"92.205361059",66,28.3,89.2,18.2
"Mancini III, Trey",641820,2023,29.7,8,".280",".272",".283",".359",".346","72.6",30.6,60.9,"88.9",32.5,3.8,8.8,40.6,"94.139181069",68.6,31.3,75.6,32.7
"Abreu, José",547989,2023,21.9,7.1,".295",".314",".311",".342",".369","74",28.1,48,"89",32.5,8.7,4.6,41.6,"94.59770588",65.2,36.3,82.1,26.4
"Guerrero Jr., Vladimir",665489,2023,14.7,9.8,".340",".378",".378",".356",".407","75.5",30.5,29.3,"92.1",32.4,11.1,6.1,49.2,"96.528144743",74.2,28.8,84.7,23
"Judge, Aaron",592450,2023,28.4,19.2,".420",".461",".425",".557",".635","76.4",38.8,52.7,"97.6",37.1,27.5,10.4,64.2,"99.7487841",66.9,19.5,72.5,36.6
"Urshela, Gio",570482,2023,15.8,4.4,".307",".289",".297",".344",".322",,,,"87.5",34.8,3.9,4.4,33.7,"92.735387017",73.8,37,88.6,18.8
"Castro, Rodolfo",666801,2023,28.9,9,".277",".268",".278",".335",".321","71.9",21.1,45.6,"87.2",27.9,7.8,2.6,35.1,"93.615443987",68.5,27.4,77.2,32.9
"Triolo, Jared",669707,2023,30.1,11.5,".350",".326",".352",".456",".415","69.3",33.9,48.8,"86.6",39.5,5.9,6.7,33.6,"93.167449076",62.8,25.9,77.3,32.4
"Albies, Ozzie",645277,2023,16.2,7,".358",".340",".325",".400",".375","70",30.7,60.7,"88.7",37.4,8.2,10.5,39,"93.481568303",77.8,35.1,86.6,20.6
"Brennan, Will",686823,2023,12.5,3.5,".285",".305",".320",".307",".331","68.2",35.4,33.6,"85.7",35.8,2.4,2.9,29.2,"92.245172918",73.4,38.2,86.8,18.2
"Lowe, Brandon",664040,2023,27.3,11.5,".334",".338",".330",".408",".415","73.3",32.7,49.7,"91.4",32.6,10.7,7.3,47.5,"95.219077088",75.3,30,80.4,32
"Canha, Mark",592192,2023,15.6,9.7,".333",".323",".345",".339",".326","67.8",34.5,54.3,"87.9",30.9,4.7,6.6,36.7,"93.632062936",58.9,23.9,88.7,18.3
"Carlson, Dylan",666185,2023,19.2,10.2,".293",".318",".334",".298",".335","69.9",35.2,55.2,"89.3",34.1,5.8,8.1,37.6,"93.357659942",68,24.9,82.5,22.6
"Jankowski, Travis",608671,2023,14.6,12.2,".312",".302",".349",".307",".293","66.4",41.2,13.5,"85.4",28.8,0,4.3,25.5,"91.716382549",58.4,16.1,88.3,14.8
"Carpenter, Kerry",681481,2023,25.1,7,".347",".336",".324",".435",".419","70.6",32.5,53.7,"90.1",37.2,10.2,8.6,44,"94.326096744",72.2,33.4,81.5,27
"Taylor, Chris",621035,2023,32.6,10.7,".323",".311",".312",".437",".415","71.2",23.7,48,"86.2",38.8,9.8,6.1,37.4,"93.52875061",71.5,22.1,70.5,35.8
"Rodríguez, Endy",682848,2023,24,8.3,".271",".294",".295",".315",".349","69.9",36.4,52.8,"89.1",35.5,5.1,8,36.2,"93.14479073",68.1,26.4,87.3,21.4
"Pham, Tommy",502054,2023,22,9.8,".332",".361",".358",".386",".429","73.8",38.8,40.5,"92.3",34.4,10.7,7.1,49.1,"96.158685951",60.6,20.6,86,23.6
"Frelick, Sal",686217,2023,16.6,12.6,".309",".296",".336",".311",".291","67.1",30.2,44.3,"83.3",29.3,2.5,2.5,23.6,"91.339554231",58.2,29,90.2,14.6
"Arroyo, Christian",624414,2023,21.8,3.4,".274",".273",".269",".333",".332","71.9",26.8,50.9,"86.3",35.9,4.6,5.2,32.7,"92.82512",79.4,39.7,82.9,25.3
"Altuve, Jose",514888,2023,17.3,10.7,".393",".331",".335",".437",".350","70.5",32,46.7,"86",29.7,8.3,6.2,31.4,"92.956086549",61.3,32.1,86.3,18.7
"Santana, Carlos",467793,2023,16.8,10.5,".323",".308",".319",".344",".323","71.4",32.6,61.2,"88.8",31.3,6.7,4.7,36.4,"93.791213073",68.2,24,82.8,22.1
"Edman, Tommy",669242,2023,15.9,6.6,".306",".312",".321",".329",".338","70.8",36.9,55.3,"89.1",27.9,5,5.7,38.8,"93.865892803",61.9,28.6,91.8,16.1
"Castro, Willi",650489,2023,24.2,8.3,".327",".301",".316",".386",".345","72",23.3,41.6,"86.5",34.5,6.8,4.9,31.8,"93.374549289",69,34.6,81.9,27.9
"Duvall, Adam",594807,2023,31.2,6.2,".347",".304",".273",".481",".410","72.1",32.5,57.9,"88.8",33,13,5.6,39.1,"94.161800748",63.8,34.1,78.8,31
"Turang, Brice",668930,2023,21,8.5,".262",".274",".293",".288",".305","68.5",30.1,39.2,"85.5",34.3,2.9,6.3,27,"92.125077484",67.2,27.3,82.1,21.7
"Kim, Ha-Seong",673490,2023,19.8,12,".330",".313",".339",".360",".335","67.6",35.4,54,"86.2",36.1,4.2,5.7,26.7,"92.283861587",55.1,20.4,84.6,17.8
"Bell, Josh",605137,2023,21.7,10.2,".323",".342",".338",".370",".398","72.3",31.1,59.2,"90.1",31.3,10.1,5.3,43,"94.955559951",70.8,27.8,82.8,25.8
"Grandal, Yasmani",518735,2023,21.2,8.9,".288",".282",".300",".319",".311","70.7",33.1,52.2,"87.9",32.3,4.7,4.7,34.4,"93.23662509",62.1,27.4,82.5,24.9
"Buxton, Byron",621439,2023,31.4,10.1,".311",".316",".303",".410",".418","76.2",23.9,63.8,"91.5",33.2,14.6,8.5,45.7,"95.782166382",72.7,27.9,79.4,30.6
"Alvarez, Francisco",682626,2023,26,8,".310",".305",".283",".377",".370","74.5",36.4,55,"90.1",28.6,12.8,8.1,45.1,"95.157784982",65.9,26.1,76.9,31.8
"Devers, Rafael",646240,2023,19.2,9.5,".359",".380",".363",".411",".441","73.4",32.2,62,"93.1",30,12.7,8.5,55.1,"97.182864659",77.1,32.5,76,26.1
"Machado, Manny",592518,2023,18.1,8.3,".334",".332",".318",".375",".372","76.7",29.7,50.9,"91",30.2,10.5,7.7,45.9,"95.525381708",69.5,29.3,83.5,23.9
"Jung, Josh",673962,2023,29.3,5.8,".334",".337",".309",".449",".453","71.2",32.7,45.9,"91.8",41.9,11.9,7.9,47.4,"95.373200793",72.7,32.9,79.4,29.7
"Stephenson, Tyler",663886,2023,26.1,9.1,".305",".314",".318",".371",".385","70.4",42.6,51,"89.4",33.5,7.6,9.4,43.5,"94.357020636",61.8,24.1,80.3,28.4
"Happ, Ian",664023,2023,22.1,14.3,".345",".350",".368",".383",".392","71.8",34.3,46.5,"89.9",36.7,9,5.5,39,"94.121891884",66.9,22.9,81.4,25.3
"Henderson, Gunnar",683002,2023,25.6,9,".346",".346",".331",".431",".431","75.4",32.2,49.3,"92",32.9,11.4,7.9,52,"96.062562903",66.7,26.5,79.5,26.4
"Acuña Jr., Ronald",660670,2023,11.4,10.9,".428",".460",".435",".450",".493","77.3",35.6,48.9,"94.7",33.6,15.3,9.1,55.2,"98.157029125",70.7,22.6,85.6,18.7
"Votto, Joey",458015,2023,25.6,11.2,".326",".298",".303",".376",".331","68.7",41,46,"89.3",23.3,11,5.5,39.7,"94.225792534",69.8,25.2,75.5,30.8
"Anderson, Brian",605119,2023,29.9,10,".299",".316",".318",".376",".405","72.4",37.1,60.3,"87.6",34.3,10.3,6.1,37.1,"93.945080472",69.4,28.1,75.4,33.3
"Haase, Eric",606992,2023,27.6,5.8,".233",".253",".263",".292",".322","72.5",25.3,50.9,"87.1",29.2,4.6,7.2,35.9,"93.341904124",72.2,36.3,77.4,32.6
"Maldonado, Martín",455117,2023,34.2,7.4,".266",".267",".255",".368",".370","71.7",28.1,46.6,"88.4",32.8,8.5,7.7,40,"93.988423653",65.5,32.8,75.2,34.3
"Pasquantino, Vinnie",686469,2023,11.9,9.6,".327",".350",".357",".331",".360",,,,"89.3",37.8,7.5,8.5,40.3,"94.167852814",62.8,32.4,90.8,17.4
"Franco, Wander",677551,2023,14.1,8.6,".349",".364",".363",".374",".393","71.8",35.9,55,"89.4",35,7.7,5,43,"94.232389735",63.3,26.2,90.6,14.8
"Rutschman, Adley",668939,2023,14.7,13.4,".352",".373",".389",".362",".391","70.3",34.9,50.1,"88.4",37,7.5,6.5,38.6,"93.937278476",60.7,23.4,89.3,15.6
"Lowe, Nathaniel",663993,2023,22.8,12.8,".340",".339",".362",".388",".386","74.1",25.2,44,"89.8",36.7,6.5,6.3,41.6,"94.820277484",67.2,20.8,85.9,20.6
"Larnach, Trevor",663616,2023,34,12.7,".313",".323",".315",".425",".443","73.2",46.2,41.1,"90.1",41.6,13.3,12.4,49.6,"95.488486549",63.5,23.1,75.5,36.5
"Bichette, Bo",666182,2023,19.1,4.5,".349",".363",".345",".415",".434","70.1",31.1,36.5,"90.2",38.3,9.6,6.1,44.9,"95.184330552",77.1,36.4,87,21.1
"Wong, Kolten",543939,2023,21.2,7.2,".236",".262",".285",".246",".284","70.3",35.6,49.1,"85.6",28.7,1.7,4,27,"92.008496429",67.5,27.1,86.8,21.7
"Vaughn, Andrew",683734,2023,21,5.9,".321",".319",".309",".375",".371","70.2",34.3,57.4,"90.6",30.3,8.4,7.3,46.5,"95.348849294",64.8,31.7,86.6,24.1
"Greene, Riley",682985,2023,27.4,8.4,".344",".365",".350",".444",".477","75.5",31.9,39.8,"91.6",36.8,11.3,8.3,47.3,"95.926317652",68.3,26.5,79.6,28.2
"Arias, Gabriel",672356,2023,32.8,8.1,".276",".304",".294",".369",".418","74.9",30.3,45.7,"91.1",31,9.9,5.4,46.3,"95.322139548",76.9,33.1,70.2,37.7
"Díaz, Elias",553869,2023,22.4,6.5,".314",".296",".297",".377",".351","73.6",27.6,41.9,"88.1",31.2,6.2,4.3,38.4,"94.071648482",76.5,36.2,81,28.4
"Gurriel Jr., Lourdes",666971,2023,17.4,5.6,".329",".324",".313",".373",".367","69.9",40.5,48.5,"89.7",35.3,8.4,6.9,46,"94.368560668",67.5,30.3,88.2,18.7
"O'Neill, Tyler",641933,2023,25.2,10.5,".313",".334",".326",".372",".406","72.6",33,54,"89.2",29.2,12.3,5.8,43.3,"94.898490824",66.7,25.3,81.5,27.8
"Turner, Trea",607208,2023,21.7,6.5,".333",".330",".320",".399",".394","72.4",35.8,62,"89.9",36.1,8.4,6.9,42.2,"94.550003245",74.2,35.3,82.2,29.6
"Díaz, Aledmys",649557,2023,19.2,4.9,".268",".271",".288",".300",".304","70.8",33.7,54.5,"87.8",27.6,2.8,7.1,33.5,"93.010438968",70.2,34.3,85.5,22.3
"Renfroe, Hunter",592669,2023,22.8,8,".308",".289",".291",".362",".334","74.6",24.2,57.8,"88.3",29.5,6.1,6.9,39.1,"94.37524563",70.6,33.5,81.9,26.4
"Turner, Justin",457759,2023,17.6,8.1,".346",".336",".331",".381",".367","66.4",38.3,53.3,"89.5",36.8,5.7,9.3,39,"93.587032225",63.5,25.7,87.8,17.5
"Lowe, Josh",666139,2023,24.8,6.2,".354",".341",".321",".451",".433","73.9",28.8,42.8,"89.1",36.2,11,4.1,39.7,"94.421078622",73.3,35.7,78,30.2
"Sheets, Gavin",657757,2023,19.2,8.1,".261",".267",".274",".283",".291","72.8",27.6,52.8,"88.1",29.7,5.2,6.4,32.5,"93.281118675",68.1,29.7,85.7,21.7
"Stallings, Jacob",607732,2023,24.3,9.8,".256",".262",".281",".279",".288","67.2",40.9,47.2,"89.7",28.5,5.6,5.6,40.2,"93.710206784",59.4,22.6,86.6,22.8
"Wendle, Joey",621563,2023,21.1,4.1,".242",".263",".270",".282",".310","68.3",43.8,40.4,"89.2",31.8,3.4,5.1,39.4,"93.354777576",62.5,33.4,83.7,25
"Peterson, Jace",607054,2023,23.5,10.9,".275",".287",".309",".300",".319","67.5",35.3,54.1,"85.7",33.5,4.7,6.1,28.1,"92.272958155",60.7,22.9,82.8,25
"Gurriel Jr., Yuli",493329,2023,13.4,7.9,".287",".273",".299",".297",".280","70.6",37.8,32.6,"88.6",32.2,1.9,5,34.9,"92.903397315",62.9,30.7,89.5,16
"Barnes, Austin",605131,2023,21.5,8.5,".229",".273",".291",".236",".300","68.6",40.4,48.9,"84.8",28.3,2.9,5.1,25.4,"92.044198148",64.5,19.8,81.2,22.2
"Walker, Jordan",691023,2023,22.4,8,".341",".332",".335",".404",".390","74.9",28,41.2,"89.4",33.6,7.5,7.9,42.5,"95.105508896",72.4,33.2,81.3,30
"Longoria, Evan",446334,2023,30.8,9.7,".308",".324",".304",".405",".431","71.9",40.7,51.3,"92.2",37.6,10.6,8.5,51.8,"95.858329716",58,29.2,79.1,29
"Doyle, Brenton",686668,2023,35,5.1,".257",".258",".248",".366",".369","71.2",30.5,60.6,"88.3",29.9,8.7,4.3,35,"93.693021345",73.8,32.2,74.8,35.8
"Carpenter, Matt",572761,2023,28.3,17.3,".293",".309",".328",".310",".341","69.1",18.6,46.4,"87",35.7,11.1,4.8,31,"92.730769677",60.4,21.1,81.1,28.3
"Sabol, Blake",666165,2023,34,7,".303",".280",".270",".424",".383","71.6",24.5,46.6,"89.1",31,11.2,6.1,38.6,"94.216608032",75.6,28.1,69.4,35.6
"Noda, Ryan",676116,2023,34.3,15.6,".342",".334",".352",".457",".440","72.2",30.7,46.8,"91.2",38.2,13,8.8,45,"95.450814851",65.7,19.2,72.1,36.9
"Cron, C.J.",543068,2023,23.4,6.1,".312",".332",".305",".381",".410","73.6",24.3,49.7,"87.7",31.8,13.8,6.7,40,"94.849164308",63.6,31.9,79.5,28.3
"Garrett, Stone",656448,2023,30.3,9.6,".344",".345",".344",".458",".461","74.7",23.5,55.6,"91.1",37.6,9.6,9.6,48.4,"95.483708974",75.1,33.6,76.2,32.6
"Bregman, Alex",608324,2023,12,12.7,".351",".351",".368",".344",".344","70.2",43.3,68.2,"88.6",35.8,5.4,10.1,38.2,"93.248960689",61.1,18.6,91.3,14.1
"Olson, Matt",621566,2023,23.2,14.4,".413",".392",".374",".504",".470","74.9",30.2,47.8,"93.7",31,16.4,9.2,55.5,"97.314084392",71.5,26,75.6,28.4
"Montero, Elehuris",660707,2023,36.2,4.9,".306",".253",".254",".455",".362","75.3",27.9,36,"88.3",31.8,6.8,8,44.3,"94.674275852",65.7,43.2,79.7,39.3
"Short, Zack",670097,2023,26.1,11.1,".281",".297",".300",".326",".351","70.5",31.5,61.3,"87.6",33.3,8.8,6.3,33.5,"93.141459737",64.2,16.4,80.5,24.9
"Jones, Nolan",666134,2023,29.7,12.5,".395",".362",".348",".534",".477","72.4",27.8,41,"90.1",34.7,15.7,3.7,41.3,"95.472742017",57.5,26.1,71.5,31.9
"Fermin, Freddy",666023,2023,21.3,5.5,".333",".333",".319",".401",".401","68.8",37,50.6,"89.9",35.1,9.9,3.5,42.7,"94.265238631",80.8,30,83.1,24.3
