"last_name, first_name","player_id","year","k_percent","bb_percent","woba","xwoba","xobp","wobacon","xwobacon","avg_swing_speed","squared_up_contact","ideal_angle_rate","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","hard_hit_percent","avg_hyper_speed","z_swing_percent","oz_swing_percent","iz_contact_percent","whiff_percent"
"Rojas, Miguel",500743,2022,12,5.1,".268",".289",".306",".276",".301",,,,"86.1",33.1,1.9,5.6,27.1,"92.126001845",66.2,30.4,92.8,15.8
"Bader, Harrison",664056,2022,19.8,4.8,".286",".267",".276",".329",".303",,,,"83.4",28.4,3.4,5.6,26.3,"92.143730991",64.6,34.5,88.1,22.3
"Grisham, Trent",663757,2022,28.6,10.9,".280",".296",".303",".333",".361",,,,"88.3",25.5,8.1,5.8,35.5,"93.84436934",56.1,20.7,78.5,26.2
"Kim, Ha-Seong",673490,2022,17.2,8.8,".313",".309",".324",".335",".330",,,,"86.7",34,4.2,6.1,32.4,"92.869312734",60.4,24.9,85.8,19.1
"Rizzo, Anthony",519203,2022,18.4,10.6,".352",".349",".350",".379",".374",,,,"89.4",33.9,10.9,7.7,40.8,"94.102554011",64.1,29.6,84.8,22.8
"Haase, Eric",606992,2022,27.6,6.8,".322",".302",".292",".420",".390",,,,"87.7",32.3,8.7,7.9,42.4,"94.311526476",70.3,35.4,76.7,32.8
"Guerrero Jr., Vladimir",665489,2022,16.4,8.2,".351",".351",".345",".391",".391",,,,"92.8",27.9,11.2,6.8,50.4,"97.328619789",71.5,30.5,83.8,24.4
"Harris II, Michael",671739,2022,24.3,4.8,".368",".335",".312",".468",".422",,,,"89.5",32.8,10.1,6.8,45.1,"95.614748459",67.2,39,83.7,28.1
"Bethancourt, Christian",542194,2022,24,3.6,".301",".318",".286",".379",".404",,,,"90.1",31.4,11.7,6.3,44.8,"95.365619619",81,44.3,73,34.7
"Mancini III, Trey",641820,2022,23,9,".312",".327",".328",".361",".383",,,,"89.5",39.6,9.8,10.3,40.4,"94.256654381",67.3,30.1,81.3,27.4
"Santana, Carlos",467793,2022,17.4,14,".308",".352",".361",".308",".372",,,,"90.7",31.6,9.3,7.2,44.9,"94.851060233",63.9,21.7,82.9,21.3
"Kirk, Alejandro",672386,2022,10.7,11.6,".347",".351",".367",".342",".347",,,,"90.5",32,6.7,6.5,45.4,"94.989537614",59.6,23.3,89.5,15.4
"Cruz, Oneil",665833,2022,34.9,7.8,".320",".301",".282",".466",".433",,,,"91.9",30.6,15.5,2.9,46.1,"96.683239073",52.9,30.5,79.7,35.4
"Verdugo, Alex",657077,2022,13.4,6.5,".319",".329",".327",".342",".353",,,,"89.1",37.8,6,7.6,38.2,"93.706486823",64,24.9,90.4,15.5
"Almora Jr., Albert",546991,2022,19.6,7.2,".279",".270",".292",".311",".299",,,,"84",29.8,1.8,4.1,25.4,"91.938692242",67.8,36.5,83,23.6
"Polanco, Jorge",593871,2022,21.3,14.4,".333",".358",".361",".362",".402",,,,"89",37.7,10.2,6.3,38.7,"94.156301183",61.1,25.2,81.8,25.7
"Pache, Cristian",665506,2022,26.9,5.8,".207",".259",".276",".247",".326",,,,"89.4",25.3,3.4,3.4,40.8,"94.45821355",73.5,27.4,77.6,31
"Reyes, Franmil",614177,2022,33.2,6.3,".280",".275",".259",".388",".381",,,,"92",27.8,11.3,8.5,45.8,"95.415814488",68.4,28.4,74.9,37.1
"Sánchez, Gary",596142,2022,28.9,8.5,".290",".321",".298",".361",".412",,,,"90.5",29.2,13.5,5.9,49.3,"96.181078537",60.7,28.7,79.5,30.8
"Rivera, Emmanuel",656896,2022,23.1,6.4,".306",".310",".296",".365",".370",,,,"90.4",32.3,9.3,6,38.3,"94.242469274",72.6,28.1,83.8,25.8
"Biggio, Cavan",624415,2022,28.1,12.5,".302",".288",".311",".350",".327",,,,"88.3",36.2,6.9,8.6,32.8,"92.82033538",62.4,16.4,80.3,25.9
"Alcántara, Sergio",642727,2022,25.4,5.4,".269",".244",".254",".333",".297",,,,"86.6",32.5,1.9,3.9,32.5,"91.967081987",58.8,26.4,83.9,23.8
"Bradley Jr., Jackie",598265,2022,20.8,6.5,".252",".268",".273",".285",".308",,,,"87.6",29.4,4.8,7.4,37.2,"93.116593208",69.7,28.6,74.8,29.4
"Zavala, Seby",664874,2022,31.2,9.3,".323",".283",".295",".432",".362",,,,"88.8",41.2,9.2,6.7,37,"93.374340172",77.3,31.7,73.4,37.6
"Edman, Tommy",669242,2022,17.6,7.3,".318",".308",".318",".354",".341",,,,"88.6",31.6,6.2,5.1,37.8,"93.598664536",64,30.6,87.8,20.6
"McGuire, Reese",624512,2022,20.4,4.4,".297",".267",".276",".351",".311",,,,"87",33.2,2.5,5.9,29.7,"92.217287539",66.2,38.1,87.7,21
"Narváez, Omar",553882,2022,19.3,9.8,".269",".268",".294",".280",".278",,,,"84.7",36.7,2.4,4.8,18.4,"91.054216305",73.5,27.8,81.3,23.4
"Hernández, Teoscar",606192,2022,28.4,6.4,".348",".351",".314",".465",".470",,,,"92.6",36.3,15,7.5,53.3,"96.496717867",69,30.3,74.9,35.1
"Altuve, Jose",514888,2022,14.4,10.9,".397",".354",".362",".425",".367",,,,"85.9",35.4,7.7,6.6,29.7,"92.671072541",64,28.6,88.4,16.3
"Vázquez, Christian",543877,2022,16.2,5.2,".312",".298",".303",".349",".330",,,,"87.9",36.1,5.1,3.6,36.4,"92.999999849",66.5,31.9,88.2,17.2
"Reynolds, Bryan",668804,2022,23,9.1,".349",".329",".334",".416",".385",,,,"90.2",35.5,7.9,6,42.9,"94.722792556",73,31.5,84.1,27.8
"Suzuki, Seiya",673548,2022,24.7,9.4,".334",".327",".325",".408",".397",,,,"89.6",36.9,11,5.5,41.3,"94.350662098",56.8,21.3,84.1,22.8
"Davis, J.D.",605204,2022,33.4,10.7,".333",".351",".336",".459",".491",,,,"92.4",34.8,16.2,5.6,56.1,"96.76614",76.8,25.4,67.5,37.5
"Hicks, Aaron",543305,2022,24.1,13.7,".292",".303",".333",".317",".334",,,,"87.9",25.2,5.8,2.9,33.1,"93.127214322",62.4,20.6,79.7,25.8
"d'Arnaud, Travis",518595,2022,21.1,4.5,".343",".313",".300",".409",".367",,,,"88.5",35,8.5,6.2,38.9,"93.920566898",70.1,35.5,79.5,26.9
"Wisdom, Patrick",621550,2022,34.3,9.9,".316",".295",".284",".438",".399",,,,"90.7",29.8,14.2,6.2,46.3,"95.695873993",70.5,26.4,73.7,36.5
"Sánchez, Jesús",660821,2022,26.8,7.6,".298",".295",".287",".370",".365",,,,"89.5",25.7,9.9,3.2,40.5,"95.181364706",66.6,32.7,80.9,29.6
"Trevino, Jose",624431,2022,17.6,4.2,".293",".281",".275",".335",".319",,,,"87.9",31,5.1,4,35,"93.244987844",60.7,40,84.8,21.1
"Belt, Brandon",474832,2022,27.2,12.4,".303",".326",".328",".353",".390",,,,"88.4",38.5,12.6,6.3,38.5,"93.872087679",75.5,21.2,75.3,32.4
"Jansen, Danny",643376,2022,17.7,10.1,".364",".366",".342",".404",".408",,,,"90.4",34.7,13.1,6.3,46.6,"95.039463314",67.4,21,83.2,21.8
"Peña, Jeremy",665161,2022,24.2,3.9,".309",".304",".289",".388",".381",,,,"88.1",32.9,9.7,5.4,36.7,"93.99255276",75.3,37.8,83.6,29.7
"Realmuto, J.T.",592663,2022,21.2,7.3,".354",".351",".342",".416",".412",,,,"90.3",35.6,11.3,6.7,47.2,"95.157569177",67.7,31,80.4,25.7
"Velázquez, Nelson",676369,2022,31.6,9.2,".291",".305",".291",".379",".405",,,,"89.2",35,13.3,9.2,43.6,"94.367476923",74.2,23.6,70.3,36.5
"Choi, Ji Man",596847,2022,29.4,13.8,".322",".337",".347",".401",".428",,,,"92.2",37.3,11.9,8.1,47.5,"95.335577574",67.5,19.9,75.3,32.3
"Drury, Brandon",592273,2022,22.2,6.7,".350",".316",".303",".421",".373",,,,"89.1",34.8,10.4,7.3,42.2,"94.438998321",62.5,30.1,85.8,21.5
"Suárez, Eugenio",553993,2022,31.2,11.6,".344",".339",".321",".456",".446",,,,"89.8",36.4,14.8,7.4,43.5,"94.681885812",63.6,21.5,76,33.1
"Perdomo, Geraldo",672695,2022,20.6,10,".253",".269",".302",".259",".283",,,,"85",28.1,2,2,25.1,"91.661910605",59.6,21.5,83.7,19.2
"Peterson, Jace",607054,2022,25.9,10.1,".306",".300",".313",".371",".361",,,,"88.6",33.7,7.2,5.3,36.1,"93.264631576",57.8,23.4,81.1,26.7
"Stott, Bryson",681082,2022,19.1,7.7,".289",".284",".297",".321",".315",,,,"88.1",29.4,4.4,4.4,36.8,"93.096499761",60.8,28.2,86,17.2
"McCutchen, Andrew",457705,2022,21.4,9.8,".309",".325",".329",".348",".371",,,,"89.1",36.2,8.6,5.8,40,"94.143160838",68.5,20.8,83.2,24.2
"Fletcher, David",664058,2022,7,3.1,".275",".295",".317",".276",".299",,,,"82.1",41.1,0,0.5,7.4,"89.628919691",60.3,32.5,92.8,12.2
"Brown, Seth",664913,2022,26.3,9.2,".323",".338",".324",".404",".426",,,,"89.2",34.9,13,5.4,41.4,"95.001222068",69.7,29.1,81.5,29.6
"Grichuk, Randal",545341,2022,23.6,4.5,".315",".281",".271",".390",".343",,,,"90",27.3,6.8,6.6,43.6,"95.066145714",69.4,32.7,85.8,24.7
"Seager, Corey",608369,2022,15.5,8.7,".331",".372",".354",".358",".413",,,,"91.1",38.4,10.5,9.9,45.5,"95.219542252",80.7,30.5,85.1,26.5
"Yastrzemski, Mike",573262,2022,25.3,10.9,".307",".314",".313",".358",".369",,,,"89.9",36.2,11.1,5.1,42.5,"94.251098237",63.4,22.2,83,22.7
"Donovan, Brendan",680977,2022,15,12.8,".349",".339",".381",".346",".332",,,,"87.7",32.7,3.4,4.9,37.7,"93.299366978",55.7,21.4,90.4,15.6
"García, Adolis",666969,2022,27.9,6.1,".324",".322",".296",".425",".422",,,,"92.1",36.9,12.9,9.3,47.4,"95.786867388",73.5,37.3,73.4,33.5
"Machado, Manny",592518,2022,20.7,9.8,".382",".338",".338",".458",".396",,,,"91.5",36.7,9.8,9.8,49,"95.790495526",74.4,30.7,82.3,24.9
"Frazier, Adam",624428,2022,12.1,7.6,".274",".297",".324",".272",".302",,,,"85.1",37.7,1.5,4,24.5,"91.524067936",68.4,28.8,90.6,14.4
"Suwinski, Jack",669261,2022,30.6,11,".311",".307",".300",".399",".392",,,,"88.3",26.3,12.2,7.5,40.4,"94.334188302",61.1,24.5,79.6,30.6
"Tucker, Kyle",663656,2022,15.6,9.7,".348",".353",".336",".378",".386",,,,"90",34.4,10.2,10.2,42.4,"94.468288036",80.2,26.1,86.6,20
"Harrison, Josh",543281,2022,16.7,4.9,".305",".284",".297",".329",".302",,,,"87.4",32,3.8,5.3,32.3,"92.431292303",72.9,35.1,82,21.5
"Castro, Willi",650489,2022,20.9,3.8,".285",".286",".301",".334",".336",,,,"84.8",35.5,3.5,4.2,31.4,"92.663004452",77.2,39.8,81,28.5
"Urías, Ramón",602104,2022,22,6.7,".313",".320",".309",".371",".381",,,,"89.4",32.1,9.6,5.4,46.5,"94.67897342",70.8,29,79,27.4
"Segura, Jean",516416,2022,15,6.5,".320",".303",".316",".343",".322",,,,"87.6",28.3,4.4,4,38.4,"93.804578639",64.4,34.7,88.4,18.5
"Stallings, Jacob",607732,2022,21.6,7.6,".265",".274",".292",".292",".304",,,,"86.7",33.5,3.4,6,32.3,"92.385356023",62,26,87.3,22.7
"Anderson, Brian",605119,2022,26.4,9.7,".293",".309",".317",".347",".372",,,,"88.7",31.1,9.7,4.2,42,"94.372032152",73.9,29,76.8,30.4
"Duran, Ezequiel",677649,2022,24.5,5.5,".282",".256",".259",".349",".313",,,,"85.9",24.7,4.5,6.5,31.8,"93.124773224",72.4,39.2,76.8,29.1
"Story, Trevor",596115,2022,30.8,8.1,".316",".301",".290",".429",".404",,,,"88.9",36,11.3,7.1,40.6,"94.400984812",69,33.1,78.5,30.8
"Schwarber, Kyle",656941,2022,29.9,12.9,".355",".375",".341",".465",".501",,,,"93.3",35.4,20.1,8.7,54.4,"97.247555372",60.6,21.7,77.1,29.4
"Caratini, Victor",605170,2022,21.3,9.9,".289",".309",".332",".306",".336",,,,"89.4",30,6.3,5.3,43.5,"94.496842039",60.9,23.8,88.6,20.9
"Contreras, William",661388,2022,27.7,10.4,".370",".347",".323",".483",".446",,,,"90.4",31.9,13.4,4.7,46.6,"95.58762026",62.8,28.8,74.2,34.3
"Ruiz, Keibert",660688,2022,11.5,6.9,".299",".328",".338",".301",".338",,,,"88",36.3,3.7,7.5,32.3,"92.718755058",72.1,31.4,91,14.9
"Lowe, Nathaniel",663993,2022,22.8,7.4,".368",".344",".333",".453",".419",,,,"90.2",34.1,9.9,5.2,44.8,"95.317229707",74,29.2,82.1,24.9
"Voit III, Luke",572228,2022,31.5,9.7,".311",".322",".306",".411",".430",,,,"89.8",34.6,14.7,8.3,44.3,"94.98573844",78.1,30.6,72.5,37.6
"Soler, Jorge",624585,2022,29.4,10.1,".305",".322",".312",".386",".415",,,,"91.2",33.1,12.2,6.6,43.6,"96.127923222",69.2,25.8,76.9,31.5
"Alfaro, Jorge",595751,2022,35.8,4,".291",".295",".278",".430",".438",,,,"89.4",38.5,11.2,4.3,38.5,"95.196380755",80.8,46,71.9,38
"Harper, Bryce",547180,2022,20.4,10.8,".369",".380",".369",".436",".451",,,,"92.1",37.2,12.8,6.2,47.9,"96.099964685",82.1,35.7,80.1,28.3
"Gallo, Joey",608336,2022,39.8,13.7,".286",".294",".286",".407",".425",,,,"89.6",29.3,17.6,8,50.5,"95.983145645",70.1,27.5,68.3,40.6
"Gomes, Yan",543228,2022,16,2.7,".271",".287",".278",".306",".326",,,,"85.3",37.9,3.4,6,28.9,"92.387642035",70.5,39.1,88.8,19.4
"Toro, Abraham",647351,2022,18.5,6.3,".246",".284",".277",".268",".318",,,,"87",31.2,6.8,4.6,29.7,"92.624451255",64.1,30.9,84.7,21.6
"Daza, Yonathan",602074,2022,14.2,6.4,".323",".308",".333",".347",".328",,,,"84.8",34.1,1.9,2.5,25,"91.627182587",66.1,35.7,87,18.7
"Martinez, J.D.",502110,2022,24.3,8.7,".343",".349",".330",".420",".429",,,,"89.1",42,12.5,8.9,41.7,"94.707836352",74.9,31.9,79,30.1
"Iglesias, Jose",578428,2022,12,3.6,".312",".281",".304",".332",".294",,,,"83.8",30.6,0.5,2.3,27.7,"91.820181257",63.4,41.3,92.4,13.2
"Morel, Christopher",666624,2022,32.2,8.9,".322",".321",".304",".441",".442",,,,"89.6",30,13.4,5.7,40.3,"95.086096314",71.8,28.6,65.2,38.5
"Trout, Mike",545361,2022,27.9,10.8,".418",".395",".354",".564",".527",,,,"91.6",37.7,19.7,7,51,"96.5588815",64.8,22.6,75.8,30.2
"Bart, Joey",663698,2022,38.5,8.9,".294",".296",".292",".435",".439",,,,"87.3",32.2,10.1,6,43,"94.721199726",63.4,31,70.4,38
"Hayes, Ke'Bryan",663647,2022,21.8,8.6,".294",".300",".318",".333",".341",,,,"91",30.6,3.9,6.2,46.8,"95.477046745",61.2,27.1,89.3,20.7
"Mejía, Francisco",642336,2022,21.7,2.3,".279",".262",".265",".344",".320",,,,"86.8",39.1,2.7,5.8,28,"92.181366356",73,51.3,85,23.6
"Díaz, Elias",553869,2022,21.5,6.6,".284",".274",".278",".330",".316",,,,"88.4",28.3,5.9,5.1,39.3,"94.204058315",72.4,33.2,87.1,22.7
"Hernández, César",514917,2022,18.5,7.3,".283",".290",".312",".307",".317",,,,"84.8",33.3,2.4,4.9,29.7,"92.257329931",68.7,25.9,84.9,21
"McNeil, Jeff",643446,2022,10.4,6.8,".365",".323",".341",".377",".325",,,,"86.9",39,2.7,5.2,30.2,"92.172015654",77.6,29.2,87.1,15.9
"McCormick, Chas",676801,2022,26,11.3,".326",".325",".321",".395",".393",,,,"88.1",33.5,10.2,4.7,39,"93.652024395",69.7,29.6,74.1,32.6
"Mullins II, Cedric",656775,2022,18.8,7,".315",".288",".297",".355",".318",,,,"88.8",29.3,4.9,5.9,37.3,"93.569582691",71.2,29.9,82,22.2
"Walsh, Jared",665120,2022,30.4,5.9,".278",".280",".274",".374",".376",,,,"90.1",34,9.5,6,42.5,"94.894355638",66,30.8,79.2,27.7
"Nootbaar, Lars",663457,2022,20.5,14.7,".342",".346",".360",".371",".377",,,,"91.7",30.4,12.1,4.9,46,"95.340542192",58.6,21,80.4,23.9
"Candelario, Jeimer",600869,2022,23.3,6,".277",".292",".284",".328",".349",,,,"87.2",37,8.3,4,34.6,"93.27808162",74.5,33.6,81.5,25.4
"Cruz Jr., Nelson",443558,2022,23.5,9.7,".292",".320",".323",".334",".377",,,,"90.9",28,9.3,4.5,46.1,"95.468978262",72.4,31.1,76.8,32
"Devers, Rafael",646240,2022,18.6,8.1,".373",".361",".348",".436",".420",,,,"93.1",33.1,11.5,7.7,50.9,"96.704402472",76.3,36.2,77.7,28.2
"Nido, Tomás",621512,2022,24.3,4.5,".265",".284",".276",".330",".358",,,,"86.3",40.1,6.3,8.1,33.3,"92.921847902",81.6,42.1,69.5,34.4
"O'Neill, Tyler",641933,2022,26.9,9.9,".307",".328",".321",".373",".406",,,,"89.8",36.6,11.3,6.7,43.3,"94.805530169",68,25.9,76.6,30.9
"Barnes, Austin",605131,2022,17.5,12.7,".315",".298",".323",".317",".292",,,,"87.4",31,4.8,5.5,35.2,"93.029970704",65.9,15.3,86.2,17.9
"Meneses, Joey",608841,2022,21.7,6.3,".395",".332",".315",".491",".404",,,,"91.4",39,9.9,5.8,47.1,"95.227615673",66.6,30.4,83.6,23.3
"Straw, Myles",664702,2022,14.6,9.1,".257",".275",".306",".254",".278",,,,"87",34.1,0.7,4.8,26.5,"91.784236481",57.9,19.6,91.6,12.6
"Ward, Taylor",621493,2022,21.3,10.6,".362",".361",".352",".421",".420",,,,"90",41.8,12.4,7.4,42.9,"94.439550026",62.3,20.6,83.9,22.3
"Maldonado, Martín",455117,2022,30.6,5.8,".264",".253",".245",".343",".326",,,,"88.4",31.6,8.1,6,40.2,"93.59831443",69.1,31,79.7,32.2
"Aquino, Aristides",606157,2022,36.6,6.2,".267",".243",".231",".392",".353",,,,"85.6",27.2,8.2,1.9,34.6,"93.584018571",76.4,39.3,72.8,37.9
"Rivas III, Alfonso",663845,2022,30.3,10.1,".285",".284",".312",".356",".354",,,,"86.9",34.7,4.2,3,35.3,"93.317647826",62,22.5,84,26.2
"Senzel, Nick",669222,2022,18.1,7.1,".272",".299",".313",".291",".329",,,,"87.2",35,3.3,5,33.9,"92.94147061",68.2,27.7,85.3,21.8
"Stanton, Giancarlo",519317,2022,30.3,11.1,".327",".350",".328",".431",".471",,,,"95",26.9,19.3,4.5,52.3,"98.594697985",62.1,26.8,71,36.5
"Springer III, George",543807,2022,17.2,9.3,".352",".342",".342",".387",".374",,,,"88.7",31.8,8.4,7.2,42.3,"94.768491799",77.4,25.6,79,28.2
"Perez, Salvador",521692,2022,23,3.8,".324",".323",".282",".403",".402",,,,"91.4",34.8,11.2,8,49,"95.293979056",77.1,43.2,77.8,31.8
"Adames, Willy",642715,2022,26.9,7.9,".325",".323",".299",".416",".414",,,,"88.9",36.4,13,6.5,43.6,"94.300793591",71.2,29.8,79.9,28.2
"Kiermaier, Kevin",595281,2022,27.6,6.3,".286",".305",".301",".365",".393",,,,"87.9",33.8,6.9,4.8,38.6,"93.570432966",75.2,27.9,79,31.9
"Wendle, Joey",621563,2022,13.5,4,".289",".276",".289",".310",".294",,,,"87.5",27.9,1.7,5,36.2,"93.083673569",66.6,39.8,89.2,16.7
"Heim, Jonah",641680,2022,19.3,9.1,".306",".291",".296",".338",".319",,,,"89.3",29.6,6.9,5.9,39.9,"93.916796887",73,29.6,84.3,21.4
"Robles, Victor",645302,2022,25.6,4.2,".260",".244",".256",".319",".295",,,,"84.6",29.2,3.2,3.2,23.8,"92.171514939",73.1,33,78.5,27.7
"Vogelbach, Daniel",596129,2022,24.7,15.8,".349",".350",".360",".405",".407",,,,"89.4",38.1,10.6,7.7,39.9,"94.085066691",45.5,20.5,86.1,20.4
"Abrams, CJ",682928,2022,16.6,1.7,".267",".266",".277",".298",".297",,,,"86.5",28.6,2.1,4.2,30.7,"92.612726201",72.9,41.2,83.7,22.6
"Cordero, Franchy",614173,2022,33.5,10.2,".304",".313",".310",".418",".433",,,,"89.7",39,12.3,10.4,45.5,"95.902442667",69.7,30.8,72.1,37.3
"Serven, Brian",661531,2022,21.5,6.3,".263",".254",".271",".298",".286",,,,"84.5",32.9,2.7,4.1,29.5,"92.177853427",72.9,36.8,78.9,27.2
"Kiner-Falefa, Isiah",643396,2022,13.6,6.6,".285",".290",".317",".297",".304",,,,"86.2",29.6,1.2,4.3,30.1,"92.355143236",58,30.8,93.8,11.3
"Albies, Ozzie",645277,2022,17.5,5.9,".305",".294",".287",".341",".327",,,,"87.1",34.8,5.4,6.9,26.5,"92.315202794",81.2,42.6,84.9,22.9
"Thomas, Alek",677950,2022,18,5.4,".272",".277",".285",".303",".310",,,,"87.4",27.9,3.8,6.4,34.6,"93.330771656",63.8,33.4,81.6,25
"Dozier, Hunter",641531,2022,25,6.8,".298",".301",".297",".365",".371",,,,"88.5",33.1,7.7,5,38.5,"94.108179224",71.5,33,85.2,29.2
"Haggerty, Sam",664059,2022,26.4,9,".320",".285",".313",".399",".344",,,,"86",32.5,4,2.4,24.6,"92.207266333",71.7,27.5,76.1,28.2
"Melendez Jr., MJ",669004,2022,24.5,12.4,".310",".332",".334",".357",".392",,,,"90.7",31,10.4,6.8,43.5,"94.716383713",66,24.1,79.3,27.8
"Espinal, Santiago",669289,2022,13.8,7.3,".305",".298",".319",".322",".313",,,,"86.1",33.8,3.4,3.6,31.7,"92.407779843",67.1,25.6,88.3,15.6
"Blackmon, Charlie",453568,2022,18.9,5.5,".317",".301",".308",".366",".345",,,,"86.2",36.7,4.4,4,30.6,"92.732128429",70.1,32,83.3,21.4
"Wade Jr., LaMonte",664774,2022,20.3,10.4,".298",".319",".314",".315",".346",,,,"87.7",33.7,9.5,5.9,34.3,"93.112804491",67.2,23.7,87.6,18
"Semien, Marcus",543760,2022,16.6,7.3,".317",".306",".301",".348",".333",,,,"87.3",32.4,6.8,6.2,34.9,"93.00847117",71.1,24.8,87.6,20.6
"Solano, Donovan",456781,2022,20.1,6.3,".319",".315",".325",".368",".364",,,,"88.3",36.1,5.9,6.8,41.2,"93.601690602",66.5,32.2,88,20.9
"Lux, Gavin",666158,2022,20.2,10,".328",".314",".325",".372",".351",,,,"88",34,6.1,6.1,39.8,"93.675126098",62.5,23.7,84.7,23.3
"Chirinos, Robinson",455139,2022,30.5,8.6,".251",".245",".255",".303",".293",,,,"84.8",30.8,6.9,5.4,33.1,"92.774084488",72,31.1,77.1,33.3
"Moncada, Yoán",660162,2022,26.3,7.4,".275",".289",".282",".338",".360",,,,"88.7",35.1,9.8,6.3,37.5,"93.912687082",66,28.1,81.5,27.8
"Votto, Joey",458015,2022,25.8,11.7,".310",".322",".331",".351",".372",,,,"89.7",32.9,11.1,3.1,41.3,"94.43276435",70.8,23,76.9,29.6
"Arcia, Orlando",606115,2022,21.8,9,".321",".329",".327",".370",".382",,,,"90.7",30,7.5,8.1,42.5,"94.636873734",63.7,27,83.7,27.3
"Lopez, Nicky",670032,2022,13.1,6,".251",".273",".296",".254",".282",,,,"84.9",31.3,1.6,2.9,22.9,"91.479636504",67.8,30,86.2,17.3
"Turner, Trea",607208,2022,18.5,6.4,".350",".335",".327",".406",".387",,,,"88.9",35.3,7.6,6.5,41.6,"94.238854962",72.4,33.1,84.5,26.3
"Bleday, JJ",668709,2022,28.2,12.6,".266",".278",".296",".296",".317",,,,"86.3",37.4,8.6,5,33.8,"92.749834317",71.1,24.3,77.8,27.9
"Longoria, Evan",446334,2022,27.9,9.1,".330",".324",".309",".425",".416",,,,"91.1",33.3,12.4,10.2,46.8,"95.291511667",62.7,26.1,77.7,29.4
"Farmer, Kyle",571657,2022,17,5.7,".309",".311",".320",".335",".339",,,,"85.5",37.7,4.4,6.9,33.8,"92.534027326",64.7,36.3,89.7,19.4
"Betts, Mookie",605141,2022,16.3,8.6,".373",".344",".327",".413",".373",,,,"90.5",36.2,9.7,8.7,44.9,"94.497072751",66.9,22.2,91.7,16.5
"Ramírez, Harold",623912,2022,16.6,4.4,".327",".310",".320",".368",".346",,,,"88.5",32.2,4.8,6.6,41.2,"94.664812126",72.6,42,83.5,25.5
"Smith, Pavin",656976,2022,24.2,10.1,".294",".301",".297",".342",".353",,,,"87.9",28.7,9.9,3.3,35.9,"93.251592099",55.9,24.1,85.7,21.7
"Duffy, Matt",622110,2022,20.2,6.9,".279",".280",".293",".313",".315",,,,"87.1",38.8,2.8,5.1,25.8,"92.086828814",64.3,25.5,88.2,21.8
"Walls, Taylor",670764,2022,25.8,11.2,".252",".268",".287",".275",".300",,,,"86.3",32.6,6.2,4.8,28.5,"92.072558077",64.9,19.8,78.9,25.5
"Anderson, Tim",641313,2022,15.7,4,".323",".336",".335",".363",".379",,,,"88.2",37.5,5.8,5.4,41.2,"93.5528044",75.8,41.6,84.5,23.2
"Cooper, Garrett",643265,2022,25.4,8.5,".330",".341",".338",".400",".418",,,,"89.6",39,10.7,8.3,43.7,"94.99247689",61,30.3,83.2,25.1
"Yelich, Christian",592885,2022,24.1,13.1,".328",".338",".360",".379",".396",,,,"91.5",30.3,8.2,6.7,48.6,"96.020852446",65.4,23.2,85.1,25.1
"Miller, Owen",680911,2022,19.7,6.8,".287",".291",".307",".320",".325",,,,"85.8",35,3.5,5.6,31.2,"92.667096401",62.5,34.7,88.2,18.5
"Gorman, Nolan",669357,2022,32.9,8.9,".316",".341",".312",".434",".479",,,,"89.2",46.7,14.4,11.7,43.3,"94.563796111",74.9,31.1,74,34.5
"Calhoun, Kole",594777,2022,32.1,6.4,".260",".294",".284",".343",".399",,,,"90.8",40.4,9.8,8.6,48.2,"94.921499922",78.4,32.3,72.5,36.3
"González, Luis",670768,2022,21.4,8.6,".299",".265",".288",".338",".289",,,,"86.8",27,2.5,7.5,31.7,"92.834925154",68,25.9,82,23.3
"Cron, C.J.",543068,2022,25.9,6.8,".335",".320",".305",".428",".406",,,,"88.7",36.8,10.8,5.5,42.3,"94.867484771",62.9,33.2,84,24.3
"Taylor, Michael A.",572191,2022,23.9,7.7,".297",".289",".288",".355",".344",,,,"86.3",33.5,6.8,4.8,32.9,"93.019305249",73.1,31.4,79.7,29.3
"Garcia, Leury",544725,2022,20.6,2.2,".221",".258",".258",".262",".310",,,,"87",30,4.2,3.3,35.6,"92.939701197",75.9,35.9,82.6,24.4
"Baddoo, Akil",668731,2022,28.4,10.7,".256",".253",".278",".301",".295",,,,"85",29.9,3.6,2.2,27,"92.211959254",70.8,26.9,79.5,28.8
"Bogaerts, Xander",593428,2022,18.7,9,".363",".323",".338",".411",".354",,,,"88.1",30.3,6.5,4.9,39.5,"94.08380455",63.5,29.2,81.5,24.8
"Reynolds, Matt",608703,2022,28.7,9.6,".293",".272",".294",".366",".331",,,,"90.2",36.5,3,9,42.4,"94.04816097",58.9,25.5,84.7,29.2
"Pinder, Chad",640461,2022,31.1,3.7,".281",".280",".263",".393",".393",,,,"87.5",33.3,6.5,7.3,40.7,"94.061727355",75.4,30.1,72.7,34.5
"Chapman, Matt",656305,2022,27.4,11,".331",".341",".331",".407",".425",,,,"92.2",34,12.9,8.8,51.2,"96.223630699",64.2,19.2,76,28.7
"Adell, Jo",666176,2022,37.5,3.9,".278",".248",".242",".423",".370",,,,"87.4",33.3,9.9,3.1,37.7,"93.836446584",69.9,34.7,69.9,36.2
